session_id,institution,event_type,payload,client_ts,server_ts
59b3a827-a509-45a9-b57b-84a08c6e323b,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747407377,2026-05-14T08:30:07.638385+00:00
01ac8495-5a11-4fbf-9f29-8cb5a55a7e36,,session_start,"{""device"": {""ih"": 0, ""iw"": 0, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747411559,2026-05-14T08:30:11.726865+00:00
01ac8495-5a11-4fbf-9f29-8cb5a55a7e36,,session_start,"{""device"": {""ih"": 0, ""iw"": 0, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747411559,2026-05-14T08:30:11.733752+00:00
f078b150-1365-41b4-824f-c1bfa5400d28,,session_start,"{""device"": {""ih"": 768, ""iw"": 1024, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747411594,2026-05-14T08:30:11.809237+00:00
eb5f4dde-cf30-4de4-977f-0a82b393a088,,session_start,"{""device"": {""ih"": 768, ""iw"": 1024, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747412086,2026-05-14T08:30:12.132675+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747416243,2026-05-14T08:30:16.473824+00:00
eb5f4dde-cf30-4de4-977f-0a82b393a088,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 4575, ""prev_screen_ms"": 4575}",1778747416661,2026-05-14T08:30:16.700957+00:00
422465f0-a641-46cc-840b-8037ee372c3e,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747416614,2026-05-14T08:30:17.098854+00:00
422465f0-a641-46cc-840b-8037ee372c3e,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 1115, ""prev_screen_ms"": 1115}",1778747417728,2026-05-14T08:30:17.819161+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 2688, ""prev_screen_ms"": 2688}",1778747418931,2026-05-14T08:30:18.980548+00:00
422465f0-a641-46cc-840b-8037ee372c3e,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 1270}",1778747418998,2026-05-14T08:30:19.071252+00:00
422465f0-a641-46cc-840b-8037ee372c3e,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 2386, ""prev_screen_ms"": 1271}",1778747418999,2026-05-14T08:30:19.157214+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778701066313,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 1211, ""prev_screen_ms"": 1211}",1778701067524,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 1025}",1778701068549,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 2237, ""prev_screen_ms"": 1026}",1778701068550,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 3327, ""prev_screen_ms"": 1090}",1778701069640,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,c1_answer,"{""score"": 100, ""slots"": [0, 1, 2], ""tries"": 1, ""correct"": true, ""correct_count"": 3}",1778701081351,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""d1"", ""from"": ""c1"", ""session_ms"": 19104, ""prev_screen_ms"": 15777}",1778701085417,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""c2"", ""from"": ""d1"", ""session_ms"": 21671, ""prev_screen_ms"": 2567}",1778701087984,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,c2_answer,"{""guess"": 1.5852006894853456, ""score"": 95, ""correct"": false}",1778701093549,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""d2"", ""from"": ""c2"", ""session_ms"": 29119, ""prev_screen_ms"": 7448}",1778701095432,2026-05-14T08:30:19.400405+00:00
58b25ce4-d486-4586-8baa-e2500ab62b04,,screen_enter,"{""to"": ""c3"", ""from"": ""d2"", ""session_ms"": 46079, ""prev_screen_ms"": 16960}",1778701112393,2026-05-14T08:30:19.400405+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747419138,2026-05-14T08:30:19.494889+00:00
422465f0-a641-46cc-840b-8037ee372c3e,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 3514, ""prev_screen_ms"": 1128}",1778747420127,2026-05-14T08:30:20.200422+00:00
eb5f4dde-cf30-4de4-977f-0a82b393a088,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 4147}",1778747420808,2026-05-14T08:30:20.86694+00:00
eb5f4dde-cf30-4de4-977f-0a82b393a088,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 8723, ""prev_screen_ms"": 4148}",1778747420809,2026-05-14T08:30:20.955458+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 1907, ""prev_screen_ms"": 1907}",1778747421045,2026-05-14T08:30:21.130887+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 2923}",1778747421854,2026-05-14T08:30:21.913026+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 5613, ""prev_screen_ms"": 2925}",1778747421856,2026-05-14T08:30:21.98747+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 1372}",1778747422418,2026-05-14T08:30:22.505183+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 3280, ""prev_screen_ms"": 1373}",1778747422418,2026-05-14T08:30:22.581163+00:00
eb5f4dde-cf30-4de4-977f-0a82b393a088,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 11124, ""prev_screen_ms"": 2401}",1778747423210,2026-05-14T08:30:23.249126+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 7021, ""prev_screen_ms"": 1408}",1778747423264,2026-05-14T08:30:23.304513+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 4622, ""prev_screen_ms"": 1342}",1778747423760,2026-05-14T08:30:23.843969+00:00
9e133a26-006a-4dbf-b167-ed38124b7e15,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747434493,2026-05-14T08:30:34.579203+00:00
9e133a26-006a-4dbf-b167-ed38124b7e15,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 2571, ""prev_screen_ms"": 2571}",1778747437064,2026-05-14T08:30:37.144469+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,c1_answer,"{""score"": 100, ""slots"": [0, 1, 2], ""tries"": 1, ""correct"": true, ""correct_count"": 3}",1778747438221,2026-05-14T08:30:38.321662+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""d1"", ""from"": ""c1"", ""session_ms"": 21099, ""prev_screen_ms"": 16477}",1778747440237,2026-05-14T08:30:40.331033+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,c1_answer,"{""score"": 33, ""slots"": [0, 2, 1], ""tries"": 1, ""correct"": false, ""correct_count"": 1}",1778747456686,2026-05-14T08:30:56.742396+00:00
a6097f42-3820-4ed9-bc2d-f353a6693d7b,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747462764,2026-05-14T08:31:02.861528+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778679047335,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 1054, ""prev_screen_ms"": 1054}",1778679048389,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 2011}",1778679050400,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""intro"", ""from"": ""register"", ""session_ms"": 3066, ""prev_screen_ms"": 2012}",1778679050401,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""c1"", ""from"": ""intro"", ""session_ms"": 4188, ""prev_screen_ms"": 1122}",1778679051523,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,c1_answer,"{""score"": 100, ""slots"": [0, 1, 2], ""tries"": 1, ""correct"": true, ""correct_count"": 3}",1778679067088,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""d1"", ""from"": ""c1"", ""session_ms"": 32135, ""prev_screen_ms"": 27947}",1778679079470,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""c2"", ""from"": ""d1"", ""session_ms"": 43334, ""prev_screen_ms"": 11199}",1778679090669,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,c2_answer,"{""guess"": 1.2694145758661888, ""score"": 99, ""correct"": false}",1778679126934,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""d2"", ""from"": ""c2"", ""session_ms"": 82682, ""prev_screen_ms"": 39348}",1778679130018,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""c3"", ""from"": ""d2"", ""session_ms"": 89663, ""prev_screen_ms"": 6981}",1778679136998,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,c3_answer,"{""zone"": ""p2"", ""score"": 100, ""correct"": true}",1778679206623,2026-05-14T08:31:04.140963+00:00
12c430af-009b-423c-bbcd-db7dda2075fd,,screen_enter,"{""to"": ""d3"", ""from"": ""c3"", ""session_ms"": 171841, ""prev_screen_ms"": 82178}",1778679219176,2026-05-14T08:31:04.140963+00:00
5c7de2a5-3579-4bf3-ba28-1c59653a2392,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747463710,2026-05-14T08:31:04.265498+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""c2"", ""from"": ""d1"", ""session_ms"": 49175, ""prev_screen_ms"": 28076}",1778747468313,2026-05-14T08:31:08.412953+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,c2_answer,"{""guess"": 2.508618566855453, ""score"": 78, ""correct"": false}",1778747472978,2026-05-14T08:31:13.07667+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""d2"", ""from"": ""c2"", ""session_ms"": 55189, ""prev_screen_ms"": 6014}",1778747474327,2026-05-14T08:31:14.413008+00:00
1d7f3cf7-4706-4857-b8b0-e2780f37f005,,screen_enter,"{""to"": ""c3"", ""from"": ""d2"", ""session_ms"": 58987, ""prev_screen_ms"": 3798}",1778747478125,2026-05-14T08:31:18.222819+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""d1"", ""from"": ""c1"", ""session_ms"": 63668, ""prev_screen_ms"": 56647}",1778747479911,2026-05-14T08:31:19.966756+00:00
4f0bbf44-9f58-4bc8-9d23-53c26a847b06,,session_start,"{""device"": {""ih"": 0, ""iw"": 0, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747483463,2026-05-14T08:31:24.037075+00:00
e1517291-c6b8-4576-b225-c758e48f0cbc,,session_start,"{""device"": {""ih"": 768, ""iw"": 1024, ""os"": ""windows"", ""sh"": 720, ""sw"": 1280, ""ua"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"", ""dpr"": 1.5, ""form"": ""desktop"", ""touch"": false}}",1778747483759,2026-05-14T08:31:24.119966+00:00
e1517291-c6b8-4576-b225-c758e48f0cbc,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 1355, ""prev_screen_ms"": 1355}",1778747485114,2026-05-14T08:31:25.112228+00:00
b92dcc8f-6181-449f-bc4b-9e7b5d85b64a,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747485194,2026-05-14T08:31:25.304868+00:00
a4d14134-ec1a-4b63-8750-1088e8ba48db,,session_start,"{""device"": {""ih"": 820, ""iw"": 1180, ""os"": ""ios"", ""sh"": 1180, ""sw"": 820, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747491660,2026-05-14T08:31:31.761541+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""c2"", ""from"": ""d1"", ""session_ms"": 76147, ""prev_screen_ms"": 12479}",1778747492390,2026-05-14T08:31:32.445643+00:00
db691f5c-da20-4947-ae0c-cbfd560695c5,,session_start,"{""device"": {""ih"": 810, ""iw"": 1080, ""os"": ""ios"", ""sh"": 1080, ""sw"": 810, ""ua"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"", ""dpr"": 2, ""form"": ""tablet"", ""touch"": true}}",1778747495048,2026-05-14T08:31:35.147825+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,c2_answer,"{""guess"": 12.319933513912826, ""score"": 0, ""correct"": false}",1778747496855,2026-05-14T08:31:36.89227+00:00
b431186a-1f5a-4bb6-b173-baad6bebd405,,screen_enter,"{""to"": ""d2"", ""from"": ""c2"", ""session_ms"": 82111, ""prev_screen_ms"": 5964}",1778747498354,2026-05-14T08:31:38.405123+00:00
db691f5c-da20-4947-ae0c-cbfd560695c5,,screen_enter,"{""to"": ""register"", ""from"": ""privacy"", ""session_ms"": 3821, ""prev_screen_ms"": 3821}",1778747498869,2026-05-14T08:31:38.964527+00:00
db691f5c-da20-4947-ae0c-cbfd560695c5,,register_complete,"{""type"": """", ""has_uls"": false, ""friction"": {""ulsFocusMs"": 0, ""instFocusMs"": 0, ""typeFocusMs"": 0, ""ulsFocusCount"": 0, ""instFocusCount"": 0, ""instInputCount"": 0, ""typeFocusCount"": 0}, ""has_inst"": false, ""t_register_ms"": 1636}",1778747500506,2026-05-14T08:31:40.611868+00:00
